Title,URL
 Saznao sam da mi zena radi u kafani ,https://www.youtube.com/watch?v=A-YbNngqTFM
 Svekrva mi stalno dolazi ,https://www.youtube.com/watch?v=-XQXLF_SXfY
 Komsinica ,https://www.youtube.com/watch?v=7GJvHXOtQRs
 Snaha je trosila nas novac dok smo ja i sin radili ,https://www.youtube.com/watch?v=wpBqxZvp0OA
" Mislila sam da cu ziveti kao kraljica, zavrsila sam u 52 kvadrata ",https://www.youtube.com/watch?v=OZ-0pf7iL7o
 Dever me ga?ao drvima ,https://www.youtube.com/watch?v=6smOHqrtD6g
 Upao je u moju mrezu i radila sam sta sam htela ,https://www.youtube.com/watch?v=HcPifgw36ao
 Birala sam i udala se tek u 50- toj godini ,https://www.youtube.com/watch?v=WDuvmBNsI-M
 Pobegla sam iz sela jer su pocele price o meni ,https://www.youtube.com/watch?v=-m6etcWnTxE
" 70 mi je godina i upoznala sam 10 godina mla?eg, a onda mi je uradio groznu stvar ",https://www.youtube.com/watch?v=_IDgwh2B32o
 MUZ od SESTRE ,https://www.youtube.com/watch?v=NGweLD-8RxA
 Napustila sam muza i decu da odem sa drugim ,https://www.youtube.com/watch?v=-jfvHTIWNbY
 O?UH ,https://www.youtube.com/watch?v=42lTUr1MoGE
" Dosla sam decku na selo, pokazao mi je seno ",https://www.youtube.com/watch?v=xzL81mauLYc
 Snajka ide kod komsije u sitne sate  ,https://www.youtube.com/watch?v=OGdHDTXWhOk
 Videla sam majku kako se tajno vi?a sa konobarom ,https://www.youtube.com/watch?v=_pHbwMB0RHU
 Narod me osu?uje jer sam sa crncem ,https://www.youtube.com/watch?v=CsYguIcW0ho
 PROBUDIO JE SVE U MENI ,https://www.youtube.com/watch?v=Pol3K9IERHw
" Imam odlicnog zeta, zadovoljna sam ",https://www.youtube.com/watch?v=Fq1VS3gFi5M
 Imam potrebu ,https://www.youtube.com/watch?v=724nCwLlz2Q
" 58 mi je godina, i nemam ozbiljnu vezu ",https://www.youtube.com/watch?v=SXuImF0Dzww
" Pazila sam starca,kada mi je prepisao stan izbacila sam ga napolje ",https://www.youtube.com/watch?v=-pJ4Uzdzd48
" Zapocela sam vezu sa konobarom, stid me reci da sam sa njim ",https://www.youtube.com/watch?v=jPcD6baI6GI
 Zatvorio me u stan i onda je sve pocelo ,https://www.youtube.com/watch?v=EJHgp1hnUSk
 Svekrva me volela ,https://www.youtube.com/watch?v=5ZyBu0aobBs
 Otvorila sam laptop od muza i videla na sta trosi nase bogatstvo ,https://www.youtube.com/watch?v=GOVLsUpzoB0
" Bila sam u vezi sa dvojicom, na kraju sam saznala nesto grozno ",https://www.youtube.com/watch?v=voomRMaAz8s
 Tu noc sam popila i pokucala mu na vrata ,https://www.youtube.com/watch?v=yMEcdc_E1b8
 Prica jedne uciteljice ,https://www.youtube.com/watch?v=v9gnWEtaPgw
" OD MUZA SAM RADILA STA SAM HTELA, BIO JE BUDALA ",https://www.youtube.com/watch?v=47DDepJN8js
 Muskarci su opsednuti samnom jer licim na Cecu ,https://www.youtube.com/watch?v=okNb8NJM2pA
" Udala sam se za roma, najbolji su ",https://www.youtube.com/watch?v=NKZAP7cRVlk
VIDEO KOJI VREDI POGLEDATI!!!!,https://www.youtube.com/watch?v=JT5tPpDPNRM
 Bila sam mu dobra samo za stana ,https://www.youtube.com/watch?v=1UcMop9j9r4
 Imam tajnu vezu sa maminom prijateljicom ,https://www.youtube.com/watch?v=xtzi6QC0sYI
" U kafani sam radila svasta, docekala bi jutra sa pijanicama ",https://www.youtube.com/watch?v=KbxDloBZ4OE
" Ostala sam udovica jako mlada, osecala sam potrebu za provodom ",https://www.youtube.com/watch?v=WrZi8Lq57pM
" Ko god bi mi rekao da sam lepa, bila bi sa njim ",https://www.youtube.com/watch?v=tehLsLfRJ8g&t=1s
" Otac mi je ostao invalid, maceha trosi sav njegov novac na sebe ",https://www.youtube.com/watch?v=5qiEx5dMA2g
" Nisam gledala na moral, radila sam mnoge stvari ",https://www.youtube.com/watch?v=PoGnzUycyog
"Zapoceo sam vezu sa dadiljom, ocekujemo dete",https://www.youtube.com/watch?v=lyWUSEq4AW0
 Videla sam muza sa svojom rodjakom ,https://www.youtube.com/watch?v=MqXow93VNd4
 DAVAO ME DRUGIMA DA BI KUPIO SEBI DRO*U ,https://www.youtube.com/watch?v=NZTiyvvCzII
" Radim kao konobarica u jednom kaficu, sef me pozvao u svoj stan ",https://www.youtube.com/watch?v=eoAFBn1KKWk
 Ra?ala sam drugima decu za novac ,https://www.youtube.com/watch?v=9fig0X9PTAA
" Bio sam bogat, imao firme. Kad sam se vratio u Bosnu postao sam beskucnik  ",https://www.youtube.com/watch?v=7PchBYaQquA
" Pravila je budalu od njega, i vrtela ga kako je htela ",https://www.youtube.com/watch?v=Ug5h0ctfUR8
 PODIVLJALA SAM U 60-toj GODINI ,https://www.youtube.com/watch?v=spzVLSCfzuI
 Snimao nas je i stavio na internet ,https://www.youtube.com/watch?v=wSujP0nss2g
 Dala sam ogroman novac na to da bi imala srecan kraj ,https://www.youtube.com/watch?v=Td_VJe7_m1o
 Zapostavila sam muza jer mi nije pruzao sta sam htela ,https://www.youtube.com/watch?v=7pn0qXRvt6Q
 ŠUMAR i JA ,https://www.youtube.com/watch?v=BrI8OOUlJrw
 Osecam se usamljeno ,https://www.youtube.com/watch?v=8F3HpDATW8s
 Od domacice sam postala ... ,https://www.youtube.com/watch?v=YJAwN0jAQlo
 Pravila sam decka budalom dugo godina ,https://www.youtube.com/watch?v=u8j3UKTmYM0
 Nasao sam zenin broj u oglasima ,https://www.youtube.com/watch?v=_-zXQIBGA_A
 On mi je pruzio sve sto nisam imala sa muzem u braku ,https://www.youtube.com/watch?v=8Y3gs97xqmE
 Moj muz je sve snimao ,https://www.youtube.com/watch?v=4tfqsZYPNJ8
 Sestra ne sme da sazna sta sam joj uradila ,https://www.youtube.com/watch?v=EWcYrq7ykW0
 Radila sam kao prodavvacica ljubavi da bi odgojila decu ,https://www.youtube.com/watch?v=1Kfcmqj7DTE
" Ne znam sta da radim, sin od drugarice mi stalno salje poruke ",https://www.youtube.com/watch?v=-sFKpZcS6II
 Udata komsinica mi je poslala poruku da dodjem  ,https://www.youtube.com/watch?v=P7hg6OafCWg
" Muz mi je gluhonem, nije cuo da sam dovela drugog u stan ",https://www.youtube.com/watch?v=rrtiznyRv7Y
 Supruga i ja smo uradili ZABRANJENU STVAR ,https://www.youtube.com/watch?v=sheUJtwUcIs
" Pocela sam vezu bez obaveza sa njim, a onda saznala veliku tajnu ",https://www.youtube.com/watch?v=Bnr4XRj9wRo
 Muz je nasao u ladici nesto sto nije smeo ,https://www.youtube.com/watch?v=QZ1THG3ajQs
 Udala sam se za starijeg coveka da bi dobila njegov novac  ,https://www.youtube.com/watch?v=yyEp6A23OEQ
" Zatvorila sam muza u dusevnu bolnicu, i trosila njegov novac ",https://www.youtube.com/watch?v=q5u5gEmjCQ8
 DEVER i JA ,https://www.youtube.com/watch?v=PQVsMApAkco
" Muz mi je u kolicima, dojadilo mi je da ga pazim ",https://www.youtube.com/watch?v=semnBChWkBo
" Nasao sam punicu na Instagramu, muz joj ne zna za to ",https://www.youtube.com/watch?v=o8PSnw3OyVk
" Kako sam naterala muza da mi jede iz ruke, slusao me u svemu ",https://www.youtube.com/watch?v=NHJeIi2tKLk
" Imala sam slike na laptopu, otac mi ih je video ",https://www.youtube.com/watch?v=oQDKOldNNHw
 Imam 4 zene ,https://www.youtube.com/watch?v=hgITkA5vwzQ
 Svekrva me zeli isterati iz kuce kad je videla sta drzim u ladici ,https://www.youtube.com/watch?v=6kwUse0XGEc
" Mnogo mi se svi?ao postar, i odlucila sam da uradim nesto ",https://www.youtube.com/watch?v=7D40_CFv4Ao
" Niko ga nije hteo, a ja sam ga odvela sebi u stan ",https://www.youtube.com/watch?v=o7yUVKlBqRg
" SRELA SAM NASTAVNIKA NAKON 20 GODINA, I OTISLI SMO KOD NJEGA  ",https://www.youtube.com/watch?v=JLXDEwNZ-Ak
" Javio mi se muz najbolje prijateljice, ne smem da joj kazem sta mi salje ",https://www.youtube.com/watch?v=uqdPPtQrrAU
 Komsija koji mi se dopada me zaustavio u hodniku  ,https://www.youtube.com/watch?v=0GLBU07p2Uw
" Starija dama je izgledala prelepa, nijedna mladja nije mogla sa njom ",https://www.youtube.com/watch?v=y2CAgAVA6_0
 Duplo sam bila starija od njega ali mi nije smetalo ,https://www.youtube.com/watch?v=N8zy-CkZcwU
" Upoznala sam ga u parku, i onda me pozvao sebi ",https://www.youtube.com/watch?v=ppjngCIDLgM
 Uhvatio sam majku kako salje slike drugim momcima ,https://www.youtube.com/watch?v=znyfAa3Hqag
 Muza sam videla da ide u hotel sa dve zene ,https://www.youtube.com/watch?v=ul3QRQiDvFw
 Zet me tajno snimao ,https://www.youtube.com/watch?v=aG7AQZYjgRI
 URADILA SAM TO SA NJIM SAMO JEDNOM ,https://www.youtube.com/watch?v=U_mNGUUHivg
 Muz mi ne zna da se vi?am sa komsijom ,https://www.youtube.com/watch?v=pKBwzQiMdv4
 Otisla sam za seika u Dubai da se udam iz interesa ,https://www.youtube.com/watch?v=bPuinDDxs5A
" Uzela mi je dusu, novac i sve ",https://www.youtube.com/watch?v=LqwbPgIXWnQ
 TO SE TESKO ZABORAVLJA ,https://www.youtube.com/watch?v=Rp6w3Rq1g3M
" I sada kad se setim, pitam se kako sam mogla raditi to ",https://www.youtube.com/watch?v=TFqig5Iq2n4
 DAJ BRE STA RADIS MI TO ,https://www.youtube.com/watch?v=UyglE001xY4
 Zahtevala je od mene nesto cudno ,https://www.youtube.com/watch?v=oircCRzozT4
 Imam 51 godinu i osecam da sam sama ,https://www.youtube.com/watch?v=NdzTMWJqN0c
" On je SELJAK, a ja sam DAMA ",https://www.youtube.com/watch?v=R_vAn5O2A-k
 Poslala sam komsiji poruku ,https://www.youtube.com/watch?v=fFtMVp60RfY
 Starija i Lukavija ,https://www.youtube.com/watch?v=hhXctyrV__Y
 Morala sam uraditi to za njega ,https://www.youtube.com/watch?v=siVpBoyCNz0
VIDEO KOJI MORATE POGLEDATI !!,https://www.youtube.com/watch?v=A4ZW5_jaYwc
 Crnka ,https://www.youtube.com/watch?v=qcQD-DrA-T0
 Plavusa ,https://www.youtube.com/watch?v=o7IoAl03iNE
" Upoznala sam ga na sajtu za upoznavanje, a onda sam otkrila veliku tajnu ",https://www.youtube.com/watch?v=UC1r27umr40
" Prava sam ?obanica, a njega je to odusevilo ",https://www.youtube.com/watch?v=8gl_QOS2ce4
" U srednjoj skoli je nisam hteo, a onda mi je posle deset godina poslala selfie ",https://www.youtube.com/watch?v=uV-J7Pi4j5o
" Pratila sam muza tu noc, i otkrila sa kim je bio u hotelu ",https://www.youtube.com/watch?v=JR0tcbZU65w
 Svekar mi predlozio da uradimo nesto grozno ,https://www.youtube.com/watch?v=5Z3OyQSQsPM
 Nazvala sam ga na dan vencanja i rekla mu da idem sa drugim ,https://www.youtube.com/watch?v=0pDGZzec2SM
 Kakvu je budalu napravio od mene ,https://www.youtube.com/watch?v=GUqgBQlNqRU
 Nasamarena sam kao niko ,https://www.youtube.com/watch?v=L8VvsMk1iQU
" Prosetala sam Turskom, dvadeset turaka me pratilo po ulici ",https://www.youtube.com/watch?v=76TokRNtWq4
" More, ON i JA ",https://www.youtube.com/watch?v=86jXvBUY6hs
" Krila sam to od njega, nikada nije saznao ",https://www.youtube.com/watch?v=T7vWUmrSGs0
 Saznao sam sve nakon 8 godina braka ,https://www.youtube.com/watch?v=08Hfe21D61c
 Zena Od Brata ,https://www.youtube.com/watch?v=4_eWLU3yky8
" Sa njim sam bila zbog penzije, znala sam da je star i da nece ziveti dugo ",https://www.youtube.com/watch?v=gwKSJLvTFIQ
" Jedva sam cekala da ode na put, a onda sam napravila profil ",https://www.youtube.com/watch?v=t2M-mKcaQCc
" Poslala sam mu selfie, ali to nije bio kraj mog plana  #ISPOVESTI",https://www.youtube.com/watch?v=Yyl_XWFpX8w
 Udavala sam se 5 puta  ,https://www.youtube.com/watch?v=ku2acRXQI20
 Ja sam Trebala biti TA ,https://www.youtube.com/watch?v=IIMrJgzgxZc
 Radim kod njega kao sekretarica ,https://www.youtube.com/watch?v=IWq0l8vA_CM
 Radila sam trecu smenu na brodu ,https://www.youtube.com/watch?v=ha1YyUaz31w
 Maceha ,https://www.youtube.com/watch?v=j07OyFQnYoA
 Sama sam izazivala ,https://www.youtube.com/watch?v=JfIc-Q7C_GI
 Nisam imala za kartu ,https://www.youtube.com/watch?v=yMuFhAtDt0w
 Snajka ,https://www.youtube.com/watch?v=JauGmCCpTbE
 Napustila sam muža sa kojim imam 3 k?erke ,https://www.youtube.com/watch?v=QifGTeRotGM
 ZET i JA ,https://www.youtube.com/watch?v=9Wj0QMiRQFU
" Nasla sam ga na drustvenoj mrezi - Imam 70 godina, muz mi je umro i morala sam sebi naci nesto ",https://www.youtube.com/watch?v=FTPcp7zMVFk
 Samo sam se htela dobro igrati ,https://www.youtube.com/watch?v=lxh-x4nY394
 Kuma mi je predlozila nesto ,https://www.youtube.com/watch?v=nGA3i5XYgwI
 Najbolja drugarica i moj decko su mi godinama radili iza ledja ,https://www.youtube.com/watch?v=XuQXtLeTyKY
 Deveru sam dala sto niko drugi nije mogao ,https://www.youtube.com/watch?v=iwd8lQLD_Ik
" Bilo je na moru sa predivnim deckom, muz nije saznao ",https://www.youtube.com/watch?v=gbUZRb7mVPs
" Da ne platim kaznu, morala sam uraditi OVO policajcu ",https://www.youtube.com/watch?v=J0BdG3Hj2Dw
" Bio je pravi seljacina, takvog momka sam trazila ",https://www.youtube.com/watch?v=jzShVeR3kwo
 Pozvao me da odemo na njivu ,https://www.youtube.com/watch?v=WT_UoZ8I9o8
 NABILA SAM MUZU ROGOVE ,https://www.youtube.com/watch?v=8CwUoXOEPN0
" Misicav je i lep, muz ne zna da se vidjam sa trenerom ",https://www.youtube.com/watch?v=CHE7XwfQFSs
 Pozvao me u hotelsku sobu ,https://www.youtube.com/watch?v=UXoBYkGbpL8
 Kum me odveo u sobu na dan mog vencanja ,https://www.youtube.com/watch?v=DpcKX5lngg4
 Postar i ja imamo tajnu vezu ,https://www.youtube.com/watch?v=zjtn6KgQ3ds
 Majka me isterala iz kuce jer je nasla sebi decka ,https://www.youtube.com/watch?v=KLcyQJdC1qI
" Da se osvetim svekrvi, zavela sam svekra da poludi za mnom ",https://www.youtube.com/watch?v=Yu0vrTocwgg
" Dosta mla?i konobar me startao u kaficu. Dao mi je svoj broj, a onda sam otisla kod njega ",https://www.youtube.com/watch?v=Riw1KB2OdJk
" Htela sam samo da se zabavim, a on je odlepeo ",https://www.youtube.com/watch?v=mgTnjyZHEpU
 Preko Facebooka me varala i pravila budalom  ,https://www.youtube.com/watch?v=cRB8w_4g_Bs
 Vi?am se sa udatom komsinicom sa sprata ,https://www.youtube.com/watch?v=pwuWX6cwAqU
" Otisla sam u Nemacku, tamoje docekao pakao ",https://www.youtube.com/watch?v=vZmxVQ6ebB8
 Poslala sam slike nepoznatom momku koji mi je obecao novac ,https://www.youtube.com/watch?v=fnUVztifqfQ
" Ozenio sam Ruskinju i dao joj hleb u ruke, a onda je ona uradila groznu stvar ",https://www.youtube.com/watch?v=gBy-AQ_eRZs
 Iz osvete muzu sam bila sa njegovim prijateljem ,https://www.youtube.com/watch?v=zMBoZK2KnGc
" Princ iz Arabije mi je kupio stan, zaludela sam ga ",https://www.youtube.com/watch?v=YQZornXJYZ4
 Provela sam se super sa hrvatom na moru ,https://www.youtube.com/watch?v=4xuIwVoyR6E
" On je ozenjen ali meni to nije smetalo, na kraju sam uradila ovo njegovoj zeni ",https://www.youtube.com/watch?v=hMrHViuYhx4
 Proterali su me iz grada jer su mislili da se vidjam sa njihovim muzevima ,https://www.youtube.com/watch?v=j7o-gMfH0VA
 Kle?ala sam na kukuruzu ,https://www.youtube.com/watch?v=O0-4BzE6SaI
" Seljanka sam i kopam njivu, ali navece se vidjam tajno sa komsijom ",https://www.youtube.com/watch?v=SwSVc5oM4sM
 Upoznala sam ga u autobusu dok sam isla na more ,https://www.youtube.com/watch?v=Ys0gFewNbpw
 Varala sam muza po groblju ,https://www.youtube.com/watch?v=ieNe2XVD_LI
 Otac me naterao da se udam za njegovog prijatelja ,https://www.youtube.com/watch?v=7HOKT7ASRvc
 Nasla sam mamin snimak na mobitelu ,https://www.youtube.com/watch?v=zvWmbbsuneg
" Majka je nasla moj dnevnik, kad je saznala sta sam radila izbacila me iz kuce ",https://www.youtube.com/watch?v=ZCjB_QqBy1Y
 Manijak mi je poslao poruku na Instagram i predlozio mi novac ,https://www.youtube.com/watch?v=TPcxdiMfyuE
 Uradila sam uzasnu stvar svom muzu da se izvucem iz bede ,https://www.youtube.com/watch?v=kIlij4tOcUo
 Moj video sa najboljim prijateljem kruzi Beogradom ,https://www.youtube.com/watch?v=r4W-g1cF8k0
 Kad smo se osamili uradio mi je nesto STRASNO ,https://www.youtube.com/watch?v=50w2zybrJvY
" Osecam se usamljeno kod kuce, muz mi stalno radi ",https://www.youtube.com/watch?v=xUNcKHbV7LU
 Sarajlija me naterao na UZASNU stvar ,https://www.youtube.com/watch?v=OJHEJ8UVrb4
" Taj gad mi je unistio zivot kad mi je bilo 18 godina, kolika sam glupaca bila ",https://www.youtube.com/watch?v=10cLjd6vE0c
 Dopisivao sam se sa macehom na Instagramu ,https://www.youtube.com/watch?v=VpoV0N6-Zes
" Tajno sam pratila muza sta radi, otkrila sam uzasnu istinu u hotelskoj sobi ",https://www.youtube.com/watch?v=pz8SH8Zwamc
 Muz ne zna da sam bila sa njegovim prijateljima  ,https://www.youtube.com/watch?v=OGmSqpMNs8g
 Slucajno sam poslala bezobrazan selfie svom svekru ,https://www.youtube.com/watch?v=68u8mjpewz0
 Zaposlila sam se kao sekretarica u njegovoj firmi ,https://www.youtube.com/watch?v=SGtjpT5Zd3w
" Cuvar je jednog kafica, pozvao me na kafu kod sebe, a ja poletela kao luda ",https://www.youtube.com/watch?v=0OYEO_2HJw4
" Sedim na vise stolica, muz ne sluti sta radim ",https://www.youtube.com/watch?v=yw946kNETBw
 Radila sam najvece spletke svojim drugaricama ,https://www.youtube.com/watch?v=zpvBj714ubg
 Muz mi je u zatvoru ,https://www.youtube.com/watch?v=kX8TctKubcE
" Vi?am se tajno sa prijateljem od muza - On nista ne sluti, pravim ga budalom ",https://www.youtube.com/watch?v=Gv8VOW812VM
 Srela sam ga posle 20 godina ,https://www.youtube.com/watch?v=U6pn8_qOAJQ
 Udala sam se za starca da bi dobila njegovu penziju ,https://www.youtube.com/watch?v=6Cu2kGgPqIU
" Upoznala sam ga u prodavnici, platio mi je racun i otisli smo kod njega ",https://www.youtube.com/watch?v=eCD-XEYzHqo
 ?ehinja sam i trazim Srbina za muza ,https://www.youtube.com/watch?v=JrkAsB7pkxo
" Poludela sam postare dane. Otvaram profile, izlazim ",https://www.youtube.com/watch?v=3-xB6XsVujQ
 Majka me osisala kada je saznala sta sam sve radila ,https://www.youtube.com/watch?v=13ZWik0VEjw
" Tajno gledam svog komsiju kroz prozor svoje kuce, znam sta radi noci ",https://www.youtube.com/watch?v=_xv1-6uHqks
" Udala sam se za bosanca i otisla u Bosnu, sada zivim u paklu ",https://www.youtube.com/watch?v=NwDpgHWMaO0
 Gledala sam tatu kako radi grozne stvari ,https://www.youtube.com/watch?v=uXQdazglwYM
 Bila sam sa gra?evincem u njegovom bageru ,https://www.youtube.com/watch?v=QAIBWLhU7Ao
" Otac me izbacio iz kuce, jer sam se udala za njegovog prijatelja ",https://www.youtube.com/watch?v=JLz6IRck3tU
" Odrekao se majke i oca zbog mene, toliko sam ga izludela ",https://www.youtube.com/watch?v=HqsuIMqlKvA
 Decko salje poruke mojoj mami i trazi joj slike ,https://www.youtube.com/watch?v=lJqO_KKfJ1Q
" Dok mi je muz u kolicima, ja se zabavljam sa njegovim ro?akom ",https://www.youtube.com/watch?v=-CBL_D6j4FM
" Drhtala sam sva, kada sam ugledala njega ",https://www.youtube.com/watch?v=mHb-zxMrTlg
" Otisla sam za Beograd, udala se za njega - Na pocetku je bio fin, a posle mi je priredio pakao ",https://www.youtube.com/watch?v=7jF6dR6Sk5A
" Sin od komsinice mi salje poruke, zeli da se vidimo ",https://www.youtube.com/watch?v=QkZ87ft6k2o
" Poludela sam za deverom, smislit cu plan da ga osvojim ",https://www.youtube.com/watch?v=2kepsLxqzc0
"Jeste starac, ali je meni najbolji ",https://www.youtube.com/watch?v=z71LVUkEXi0
" Otvorila sam muzev laptop, i videla sam sta je pretrazivao, a onda sam se osvetila ",https://www.youtube.com/watch?v=crfAcANQCtE
 Instruktor Auto skole mi je dao nepristojnu ponudu ,https://www.youtube.com/watch?v=fEPk28ULPO4
" Tajno sam zatrudnela sa najboljim prijateljem svoga muza, on ne zna za to ",https://www.youtube.com/watch?v=4B0ok3XN538
" Dopisivali smo se, a onda sam ga upoznala! Kad sam dosla do njegovog auta ostala sam zgranuta ",https://www.youtube.com/watch?v=VBWXAKIUwR0
Ismet je spasio Dževada '95. u Sarajevu: Ovako je izgledao njihov prvi susret nakon 25 godina,https://www.youtube.com/watch?v=QAOL7kEEo_4
 Sin me izbacio na ulicu kada je saznao da imam aferu sa njegovim prijateljem ,https://www.youtube.com/watch?v=vRWPHAFiatw
 Dama sam koja se zaljubila u dosta mla?eg momka ,https://www.youtube.com/watch?v=97YDx7Crt5Q
" Otac mi je uzeo mobitel, i ostao je šokiran, samo je spustio glavu ",https://www.youtube.com/watch?v=BxvPiKRhszA
" Imam 44 godine, i svaki decko me zeli iskoristiti  ",https://www.youtube.com/watch?v=izy0_gjTGd8
" Udala sam se za Arapa, evo kakav mi je brak sa njim ",https://www.youtube.com/watch?v=l10p1vgGWiw
" Nasla sam mobitel od muza, i pronasla sliku koja je unistila ",https://www.youtube.com/watch?v=wC441jDq2Do
 Udala sam se za cvikatog muskarca jer je imao novac ,https://www.youtube.com/watch?v=C5NKljrMtlg
 Zaljubljena sam u svog svekra ,https://www.youtube.com/watch?v=3AygAsouLjI
" Kcerka mi je u vezi sa covekom od 60 godina, stidim se nje ",https://www.youtube.com/watch?v=rymEPNvGtz0
" Srela sam svoju veliku ljubav posle 20 godina, onda sam saznala gorku istinu ",https://www.youtube.com/watch?v=_S4naZd0rU4
" Bila sam sa taksistom, svaki dan me vukao na posao ",https://www.youtube.com/watch?v=5zKy9-wO6hk
" Poludeo sam za zenom od 55 godina, dosta sam mla?i od nje ",https://www.youtube.com/watch?v=UuWv9NMBaz4
" Dosla sam iz Srbije, udala sam se za Sarajliju! Kakav mi je zivot sa njim ",https://www.youtube.com/watch?v=UxC6XWoikuU
 Kako mi je jedan muskarac unistio zivot ,https://www.youtube.com/watch?v=oykSs7xd4n0
" Uzeo sam mobitel, i saznao sam istinu o svojoj zeni ",https://www.youtube.com/watch?v=P0QEF3TRTMk
Udala sam se za debila iz Danske za papire,https://www.youtube.com/watch?v=24qAHKPWo-8
" Listao sam Facebook, i nasao sliku zene sa svojim prijateljem ",https://www.youtube.com/watch?v=NCEmr4Qg5Bs
 Zavukla sam ruku u dzep i otkrila istinu o svom muzu ,https://www.youtube.com/watch?v=YuPXwGXwMGU
" Sa kumom sam u tajnoj vezi, strah me da zena ne sazna ",https://www.youtube.com/watch?v=JVcw0VTvhrk
" Stariji je od mene 40 godina, cekam da umre da mu uzmem penziju ",https://www.youtube.com/watch?v=df9j7G7QcZg
 Pastorak me odradio na ocevom grobu ,https://www.youtube.com/watch?v=02P3z4qimzk
 Nagovorila sam momka da uradi to za mene  ,https://www.youtube.com/watch?v=wDnq0VIvXgo
" Ljudi dragi, bila sam sa 100 Srba ",https://www.youtube.com/watch?v=s6BoZ1hg0Dw
 Tetka mi je slala slike na Instagram ,https://www.youtube.com/watch?v=H5PvSYnv9Sw
 SIN OD KOMSINICE JE POLUDEO ZA MNOM ,https://www.youtube.com/watch?v=CjZmhcsR7Z0
 Bila sam sa vozacem gradskog prevoza na zadnjem sedistu ,https://www.youtube.com/watch?v=_qXSjlK-Sk8
 Decku sam poslala selfie pre spavanja ,https://www.youtube.com/watch?v=jvWS-WEowZM
"Upoznala sam crnca, nisam mogla da hodam nakon svega",https://www.youtube.com/watch?v=C-cfJwTnKAU
"Nasla ga je na Facebooku, i onda ga je pozvala u stan! Bio je mla?i od nje",https://www.youtube.com/watch?v=c_DSIgx2-qE
 Bila sam sa njim dok je pricao sa zenom ,https://www.youtube.com/watch?v=BcPqzXoSDDM
 Radila sam trecu smeenu ,https://www.youtube.com/watch?v=MybwHjdrfH8
